"anweight","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19"
0.32338783,60,"5 - Every day",120,8,9,9,"2 - Quite interested","1 - Not at all","3 - Quite able","2 - Very little","3 - Quite confident",6,9,9,2,0,7,8,"Yes",10,"5 - Once a week","10 or more","2 - Less than most","No","1 - Very safe","1 - Very good","3 - No",7,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",10,"5 - Extremely worried",8,"2 - Twice a day","3 - Once a day",3,"4 - I don’t smoke now but I used to","1 - Every day",22.8,64.3,"5 - Never",185,85,"No",9,"Male",75,"Living with my partner - not legally recognised","2 - Like me","Yes"
0.5487251,75,"5 - Every day",90,8,8,8,"3 - Hardly interested","2 - Very little","1 - Not at all able","3 - Some","1 - Not at all confident",4,7,8,5,5,3,3,"Yes",8,"7 - Every day","0 - None","1 - Much less than most","No","2 - Safe","2 - Good","2 - Yes to some extent",10,5,"Yes",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","No","No",NA,"4 - Very worried",0,"1 - Three times or more a day","3 - Once a day",0,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",155,78,"No",8,"Female",88,NA,"1 - Very much like me","Yes"
0.47643125,30,"5 - Every day",630,8,8,7,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","1 - Not at all confident",7,8,8,6,6,7,5,"Yes",8,"3 - Once a month","2","2 - Less than most","No","2 - Safe","2 - Good","3 - No",6,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"4 - Very worried",7,"4 - Less than once a day but at least 4 times a week","2 - Twice a day",0,"6 - I have never smoked","5 - Once a month",9.6,9.6,"4 - Less than monthly",179,92,"No",8,"Male",43,"Legally married","5 - Not like me","Yes"
0.358557,90,"5 - Every day",90,8,8,7,"1 - Very interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",5,7,8,8,6,7,8,"Yes",8,"5 - Once a week","4-6","1 - Much less than most","No","1 - Very safe","5 - Very bad","1 - Yes a lot",8,7,"No",0,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",5,"3 - Once a day","2 - Twice a day",0,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",169,82,"No",5,"Male",73,"Legally married","3 - Somewhat like me","Yes"
0.41191646,5,"5 - Every day",70,6,6,6,"4 - Not at all interested","1 - Not at all","1 - Not at all able","2 - Very little","1 - Not at all confident",4,7,7,7,6,6,6,"Yes",7,"6 - Several times a week","2","2 - Less than most","No","2 - Safe","2 - Good","3 - No",3,3,"Yes",7,"6 - Less often","3 - Once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",0,"1 - Not at all worried",5,"3 - Once a day","3 - Once a day",7,"6 - I have never smoked","6 - Less than once a month",0,13.2,"5 - Never",157,70,"Yes",7,"Female",55,"Legally married","3 - Somewhat like me","Yes"
0.3803645,60,"5 - Every day",330,4,3,5,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","3 - Quite confident",4,2,3,3,3,3,2,"Not eligible to vote",5,"6 - Several times a week","3","2 - Less than most","Yes","3 - Unsafe","3 - Fair","3 - No",4,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",4,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",3,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",175,115,"Yes",5,"Female",20,NA,"2 - Like me","Yes"
0.9819146,20,"5 - Every day",120,7,8,7,"3 - Hardly interested","2 - Very little","2 - A little able","1 - Not at all","3 - Quite confident",6,8,9,5,5,6,7,"Yes",9,"6 - Several times a week","7-9","3 - About the same","Yes","2 - Safe","2 - Good","3 - No",10,10,"Yes",10,"3 - Once a week","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",8,"3 - Once a day","2 - Twice a day",6,"6 - I have never smoked","3 - Once a week",13.2,26.4,"4 - Less than monthly",174,55,"No",10,"Female",38,"Legally married","2 - Like me","Yes"
1.0830328,20,"3 - A few times a week",NA,8,8,5,"4 - Not at all interested","3 - Some","1 - Not at all able","2 - Very little","1 - Not at all confident",7,7,8,5,7,7,7,"Not eligible to vote",9,"3 - Once a month","4-6",NA,"No","1 - Very safe","1 - Very good","3 - No",8,8,"Yes",8,"3 - Once a week","1 - Every day","No","No","Yes",NA,"Yes","No","No",NA,"3 - Somewhat worried",7,"2 - Twice a day","3 - Once a day",7,"6 - I have never smoked","6 - Less than once a month",13.2,13.2,"5 - Never",155,60,"No",7,"Female",42,"Legally married","1 - Very much like me","No"
0.52249604,120,"5 - Every day",180,8,8,7,"1 - Very interested","4 - A lot","2 - A little able","3 - Some","3 - Quite confident",7,6,7,7,6,6,6,"Yes",9,"5 - Once a week","4-6","4 - More than most","No","1 - Very safe","2 - Good","3 - No",8,6,"Yes",7,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",4,"6 - I have never smoked","3 - Once a week",62.2,30,"3 - Monthly",187,116,"No",8,"Male",69,"Legally married","2 - Like me","Yes"
0.72801936,10,"4 - Most days",420,7,7,7,"4 - Not at all interested","3 - Some","2 - A little able","3 - Some","1 - Not at all confident",8,6,8,7,7,8,8,"Not eligible to vote",9,"6 - Several times a week","3","3 - About the same","No","2 - Safe","1 - Very good","3 - No",8,8,"No",6,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",2,"3 - Somewhat worried",9,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",0,"6 - I have never smoked","5 - Once a month",10,6.6,"4 - Less than monthly",170,67,"No",9,"Male",17,NA,"3 - Somewhat like me","Yes"
0.51585186,60,"5 - Every day",360,8,5,8,"3 - Hardly interested","2 - Very little","4 - Very able","2 - Very little","3 - Quite confident",3,6,6,2,2,3,3,"Yes",7,"6 - Several times a week","0 - None","4 - More than most","No","1 - Very safe","1 - Very good","3 - No",5,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"2 - Not very worried",7,"7 - Never","2 - Twice a day",7,"2 - I smoke daily, 9 or fewer cigarettes","4 - 2-3 times a month",13.2,13.2,"5 - Never",173,70,"No",8,"Male",48,"Living with my partner - not legally recognised","4 - A little like me","Yes"
0.48930442,0,"5 - Every day",480,2,2,4,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",0,2,5,2,1,0,0,"Yes",7,"7 - Every day","10 or more","4 - More than most","Yes","4 - Very unsafe","3 - Fair","2 - Yes to some extent",2,1,"No",4,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",5,"4 - Very worried",8,"6 - Less than once a week","3 - Once a day",2,"1 - I smoke daily, 10 or more cigarettes","4 - 2-3 times a month",10,66,"4 - Less than monthly",165,90,"Yes",7,"Male",58,"Living with my partner - not legally recognised","3 - Somewhat like me","No"
0.32338783,180,"5 - Every day",180,5,9,5,"1 - Very interested","3 - Some","5 - Completely able","4 - A lot","3 - Quite confident",8,10,8,7,8,9,8,"Yes",9,"6 - Several times a week","10 or more","4 - More than most","No","2 - Safe","2 - Good","3 - No",8,8,"Yes",5,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",10,"1 - Three times or more a day","2 - Twice a day",2,"6 - I have never smoked","2 - Several times a week",11.5,20,"5 - Never",180,100,"No",9,"Male",70,"Legally married","2 - Like me","Yes"
0.6483265,120,"1 - Never",NA,5,9,5,"2 - Quite interested","4 - A lot","1 - Not at all able","1 - Not at all","3 - Quite confident",0,5,7,4,0,0,5,"Yes",8,"5 - Once a week","4-6","2 - Less than most","No","2 - Safe","3 - Fair","2 - Yes to some extent",8,8,"Yes",3,"3 - Once a week","3 - Once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",2,"4 - Very worried",5,"2 - Twice a day","4 - Less than once a day but at least 4 times a week",0,"1 - I smoke daily, 10 or more cigarettes","1 - Every day",50,40,"4 - Less than monthly",178,95,"No",5,"Male",74,"Legally married","1 - Very much like me","Yes"
1.021546,10,"5 - Every day",120,7,9,5,"1 - Very interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",7,6,9,5,5,6,7,"Not eligible to vote",7,"6 - Several times a week","4-6","2 - Less than most","No","3 - Unsafe","2 - Good","2 - Yes to some extent",8,7,"No",3,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"5 - Extremely worried",7,"3 - Once a day","3 - Once a day",2,"6 - I have never smoked","6 - Less than once a month",0,20,"5 - Never",173,48,"No",8,"Female",17,NA,"2 - Like me","Yes"
0.82399136,20,"5 - Every day",300,7,6,4,"4 - Not at all interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,4,6,1,1,1,1,"Yes",8,"3 - Once a month","2","2 - Less than most","No","1 - Very safe","2 - Good","3 - No",5,3,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",7,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",4,"2 - I smoke daily, 9 or fewer cigarettes","4 - 2-3 times a month",10,36,"5 - Never",179,90,"No",8,"Male",41,"Living with my partner - legally recognised","2 - Like me","Yes"
0.748239,60,"1 - Never",NA,4,NA,6,"4 - Not at all interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",0,0,2,0,0,0,0,"Yes",8,"6 - Several times a week","2","1 - Much less than most","No","3 - Unsafe","4 - Bad","1 - Yes a lot",8,7,"Yes",10,"7 - Never","1 - Every day","No","Yes","No",1960,"Yes","Yes","No",4,"5 - Extremely worried",8,"2 - Twice a day","3 - Once a day",0,"4 - I don’t smoke now but I used to","3 - Once a week",26.4,0,"5 - Never",158,88,"No",7,"Female",84,"Legally married","3 - Somewhat like me","Yes"
0.5039394,40,"5 - Every day",42,8,7,7,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",7,7,8,6,6,6,7,"Yes",8,"4 - Several times a month","4-6","1 - Much less than most","No","2 - Safe","3 - Fair","2 - Yes to some extent",5,6,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",6,"6 - I have never smoked","2 - Several times a week",26.4,23.2,"4 - Less than monthly",173,53,"No",8,"Male",69,"Legally married","2 - Like me","Yes"
0.49618843,0,"5 - Every day",360,7,6,4,"3 - Hardly interested","2 - Very little","3 - Quite able","2 - Very little","1 - Not at all confident",3,6,6,5,5,5,5,"Yes",8,"4 - Several times a month","10 or more","3 - About the same","No","2 - Safe","2 - Good","3 - No",8,8,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"5 - Extremely worried",6,"2 - Twice a day","2 - Twice a day",0,"6 - I have never smoked","2 - Several times a week",21.1,13.2,"5 - Never",171,63,"No",7,"Female",37,"Living with my partner - legally recognised","4 - A little like me","Yes"
0.47132814,240,"5 - Every day",600,7,7,5,"1 - Very interested","2 - Very little","4 - Very able","2 - Very little","4 - Very confident",3,5,6,3,3,2,5,"Yes",6,"7 - Every day","4-6","3 - About the same","No","2 - Safe","3 - Fair","1 - Yes a lot",5,6,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"2 - Not very worried",6,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","6 - Less than once a month",0,6.6,"5 - Never",180,85,"No",4,"Male",38,"Legally married","2 - Like me","Yes"
0.45570865,60,"5 - Every day",180,5,5,5,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",3,2,8,4,4,6,5,"Yes",8,"6 - Several times a week","4-6","3 - About the same","Yes","2 - Safe","1 - Very good","3 - No",5,4,"No",3,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",8,"5 - Less than 4 times a week but at least once a week","2 - Twice a day",6,"5 - I have only smoked a few times","2 - Several times a week",28.8,80,"2 - Weekly",180,73,"No",8,"Male",35,"Living with my partner - legally recognised","1 - Very much like me","Yes"
0.64759135,5,"5 - Every day",120,7,8,2,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",3,6,7,2,5,2,1,"Not eligible to vote",7,"6 - Several times a week","2","2 - Less than most","No","2 - Safe","2 - Good","3 - No",2,4,"No",8,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",0,"1 - Not at all worried",4,"2 - Twice a day","3 - Once a day",4,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",187,71,"No",7,"Male",16,NA,"4 - A little like me","Yes"
0.41084892,60,"5 - Every day",210,6,6,8,"1 - Very interested","2 - Very little","3 - Quite able","3 - Some","3 - Quite confident",5,8,5,4,6,8,8,"Yes",8,"7 - Every day","7-9","4 - More than most","Yes","1 - Very safe","2 - Good","3 - No",1,5,"Yes",10,"5 - Only on special holy days","2 - More than once a week","Yes","Yes","Yes",NA,"No","Yes","Yes",7,"4 - Very worried",8,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",7,"2 - I smoke daily, 9 or fewer cigarettes","2 - Several times a week",20,60,"2 - Weekly",157,55,"No",8,"Female",25,NA,"2 - Like me","Yes"
0.41191646,60,"2 - Only occasionally",NA,4,3,3,"4 - Not at all interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,3,7,3,3,3,4,"Yes",7,"4 - Several times a month","3","2 - Less than most","No","3 - Unsafe","2 - Good","3 - No",7,5,"No",7,"5 - Only on special holy days","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",3,"2 - Twice a day","2 - Twice a day",3,"6 - I have never smoked","5 - Once a month",13.2,13.2,"4 - Less than monthly",162,85,"No",7,"Female",64,"Legally married","2 - Like me","Yes"
0.8082565,40,"5 - Every day",120,1,6,3,"2 - Quite interested","1 - Not at all","4 - Very able","1 - Not at all","3 - Quite confident",0,3,5,3,0,3,3,"Yes",10,"6 - Several times a week","4-6","4 - More than most","Yes","2 - Safe","2 - Good","2 - Yes to some extent",8,3,"Yes",10,"7 - Never","1 - Every day","No","Yes","Yes",NA,"No","No","No",7,"2 - Not very worried",8,"2 - Twice a day","2 - Twice a day",7,"4 - I don’t smoke now but I used to","3 - Once a week",0,10,"3 - Monthly",175,87,"No",8,"Male",50,"Legally married","3 - Somewhat like me","Yes"
0.42259705,90,"5 - Every day",90,7,3,8,"1 - Very interested","4 - A lot","5 - Completely able","4 - A lot","4 - Very confident",5,6,7,7,6,7,7,"Yes",8,"6 - Several times a week","7-9","3 - About the same","No","2 - Safe","3 - Fair","2 - Yes to some extent",9,9,"Yes",7,"3 - Once a week","3 - Once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",8,"1 - Three times or more a day","1 - Three times or more a day",5,"4 - I don’t smoke now but I used to","2 - Several times a week",9.6,13.2,"3 - Monthly",172,85,"No",7,"Male",79,NA,"3 - Somewhat like me","Yes"
0.4948624,60,"4 - Most days",60,4,4,4,"2 - Quite interested","3 - Some","2 - A little able","2 - Very little","3 - Quite confident",1,3,4,2,2,2,5,"Yes",8,"4 - Several times a month","3","4 - More than most","No","3 - Unsafe","2 - Good","3 - No",9,6,"No",9,"6 - Less often","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"5 - Extremely worried",5,"3 - Once a day","2 - Twice a day",5,"6 - I have never smoked","6 - Less than once a month",0,12.3,"5 - Never",159,64,"No",8,"Female",70,"Legally married","2 - Like me","Yes"
0.41763088,10,"5 - Every day",60,9,9,9,"3 - Hardly interested","3 - Some","3 - Quite able","3 - Some","2 - A little confident",9,9,9,9,9,7,8,"Yes",7,"7 - Every day","4-6","4 - More than most","Yes","2 - Safe","2 - Good","3 - No",8,8,"Yes",9,"4 - At least once a month","3 - Once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",7,"1 - Three times or more a day","2 - Twice a day",2,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",167,64,"Yes",7,"Female",68,NA,"2 - Like me","Yes"
0.6483265,30,"5 - Every day",240,0,2,2,"2 - Quite interested","3 - Some","4 - Very able","4 - A lot","4 - Very confident",6,8,8,4,7,4,4,"Yes",10,"6 - Several times a week","1","3 - About the same","Yes","2 - Safe","2 - Good","3 - No",6,2,"No",8,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"1 - Not at all worried",9,"3 - Once a day","3 - Once a day",0,"4 - I don’t smoke now but I used to","1 - Every day",20,100,"2 - Weekly",164,106,"No",8,"Male",59,"Legally married","1 - Very much like me","Yes"
0.748239,30,"2 - Only occasionally",NA,2,6,5,"3 - Hardly interested","1 - Not at all","1 - Not at all able","2 - Very little","1 - Not at all confident",1,2,4,1,1,2,1,"Yes",8,"6 - Several times a week","4-6","1 - Much less than most","Yes","3 - Unsafe","2 - Good","2 - Yes to some extent",5,3,"Yes",7,"4 - At least once a month","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"5 - Extremely worried",5,"4 - Less than once a day but at least 4 times a week","3 - Once a day",2,"6 - I have never smoked","6 - Less than once a month",0,23.2,"4 - Less than monthly",156,57,"No",5,"Female",74,"Legally married","2 - Like me","Yes"
0.61456406,60,"5 - Every day",60,5,3,3,"1 - Very interested","4 - A lot","3 - Quite able","4 - A lot","3 - Quite confident",8,5,8,8,5,8,8,"Yes",8,"6 - Several times a week","4-6","2 - Less than most","No","1 - Very safe","2 - Good","3 - No",8,8,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",5,"3 - Once a day","3 - Once a day",7,"5 - I have only smoked a few times","3 - Once a week",10,19.2,"5 - Never",179,77,"Yes",8,"Male",46,NA,"2 - Like me","Yes"
0.33079788,60,"5 - Every day",120,8,7,5,"4 - Not at all interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",7,4,6,2,4,7,7,"Yes",10,"7 - Every day","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",7,9,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",10,"5 - Extremely worried",9,"3 - Once a day","3 - Once a day",5,"5 - I have only smoked a few times","3 - Once a week",13.2,28.8,"3 - Monthly",186,93,"No",10,"Male",29,"Legally married","2 - Like me","Yes"
0.42394322,60,"5 - Every day",120,5,6,5,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",6,8,8,5,5,5,5,"Yes",9,"7 - Every day","4-6","4 - More than most","No","2 - Safe","1 - Very good","3 - No",8,8,"No",7,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",6,"3 - Once a day","3 - Once a day",3,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",172,78,"No",8,"Male",64,"Living with my partner - not legally recognised","2 - Like me","Yes"
0.43361726,60,"5 - Every day",240,7,6,4,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",3,4,8,4,4,2,5,"Yes",9,"4 - Several times a month","3","3 - About the same","No","1 - Very safe","2 - Good","3 - No",0,0,"No",0,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",0,"2 - Not very worried",7,"3 - Once a day","3 - Once a day",3,"6 - I have never smoked","3 - Once a week",13.2,21.1,"2 - Weekly",183,101,"No",9,"Male",34,"Living with my partner - not legally recognised","3 - Somewhat like me","Yes"
0.49618843,120,"5 - Every day",120,7,7,7,"2 - Quite interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",6,7,7,6,6,6,7,"Yes",9,"6 - Several times a week","4-6","4 - More than most","No","2 - Safe","2 - Good","2 - Yes to some extent",7,8,"Yes",6,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"2 - Not very worried",7,"2 - Twice a day","2 - Twice a day",1,"4 - I don’t smoke now but I used to","2 - Several times a week",20,19.6,"4 - Less than monthly",165,98,"No",9,"Female",49,"Legally married","2 - Like me","Yes"
0.4496666,15,"5 - Every day",180,6,4,3,"4 - Not at all interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",7,7,8,4,4,7,6,"Yes",10,"5 - Once a week","4-6","5 - Much more than most","No","1 - Very safe","2 - Good","2 - Yes to some extent",10,8,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",8,"2 - Twice a day","2 - Twice a day",2,"6 - I have never smoked","3 - Once a week",20,26.6,"4 - Less than monthly",160,72,"No",8,"Female",23,NA,"3 - Somewhat like me","Yes"
0.51585186,30,"5 - Every day",30,5,4,2,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","2 - A little confident",3,0,5,3,2,3,4,"Yes",9,"6 - Several times a week","3","3 - About the same","No","2 - Safe","1 - Very good","3 - No",5,5,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",6,"2 - Twice a day","3 - Once a day",1,"6 - I have never smoked","3 - Once a week",70,0,"3 - Monthly",183,100,"No",8,"Male",53,"Legally married","5 - Not like me","Yes"
0.6475131,93,"5 - Every day",153,7,3,4,"3 - Hardly interested","5 - A great deal",NA,NA,NA,3,7,2,2,2,2,2,"Yes",2,"3 - Once a month","2","3 - About the same","No","3 - Unsafe","3 - Fair","3 - No",1,2,NA,2,"3 - Once a week","2 - More than once a week","No","Yes","No",NA,"No","No","No",2,"3 - Somewhat worried",3,"2 - Twice a day","3 - Once a day",1,"1 - I smoke daily, 10 or more cigarettes","3 - Once a week",326.3,241.9,"2 - Weekly",145,55,"No",4,"Male",24,NA,"3 - Somewhat like me","No"
0.63645804,0,"5 - Every day",600,8,9,8,"2 - Quite interested","2 - Very little","3 - Quite able","2 - Very little","5 - Completely confident",4,2,7,4,4,0,6,"Yes",8,"6 - Several times a week","10 or more","3 - About the same","No","1 - Very safe","2 - Good","3 - No",4,0,"Yes",8,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",0,"2 - Not very worried",6,"6 - Less than once a week","5 - Less than 4 times a week but at least once a week",7,"1 - I smoke daily, 10 or more cigarettes","2 - Several times a week",39.4,156.8,"4 - Less than monthly",186,112,"No",8,"Male",30,"Living with my partner - legally recognised","2 - Like me","Yes"
0.56782407,55,"5 - Every day",150,7,7,4,"2 - Quite interested","3 - Some","4 - Very able","3 - Some","4 - Very confident",6,6,6,6,5,6,5,"No",8,"6 - Several times a week","7-9","3 - About the same","Yes","1 - Very safe","2 - Good","3 - No",3,1,"No",6,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",6,"2 - Twice a day","2 - Twice a day",5,"4 - I don’t smoke now but I used to","1 - Every day",39.6,39.6,"1 - Daily or almost daily",155,45,"No",7,"Female",42,"Living with my partner - not legally recognised","4 - A little like me","Yes"
0.52019054,60,"5 - Every day",480,9,9,7,"2 - Quite interested","3 - Some","1 - Not at all able","5 - A great deal","1 - Not at all confident",6,8,9,7,6,4,6,"Yes",9,"6 - Several times a week","4-6","4 - More than most","Yes","1 - Very safe","1 - Very good","3 - No",9,6,"No",4,"6 - Less often","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",9,"5 - Less than 4 times a week but at least once a week","3 - Once a day",0,"3 - I smoke but not every day","2 - Several times a week",66,228.4,"2 - Weekly",175,58,"No",9,"Female",41,"Living with my partner - legally recognised","4 - A little like me","Yes"
1.0784302,60,"1 - Never",NA,8,5,2,"3 - Hardly interested","4 - A lot","1 - Not at all able","1 - Not at all","1 - Not at all confident",10,6,9,7,6,9,8,"No",10,"4 - Several times a month","1","2 - Less than most","No","1 - Very safe","5 - Very bad","1 - Yes a lot",10,6,"Yes",2,"7 - Never","2 - More than once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",5,"2 - Twice a day","2 - Twice a day",0,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",156,90,"No",8,"Female",65,"Legally married","1 - Very much like me","Yes"
0.9564448,240,"5 - Every day",420,7,8,5,"1 - Very interested","4 - A lot","2 - A little able","3 - Some","2 - A little confident",7,7,8,8,7,9,6,"Yes",9,"4 - Several times a month","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",6,9,"Yes",6,"6 - Less often","4 - At least once a month","No","No","No",2005,"Yes","No","No",8,"3 - Somewhat worried",8,"1 - Three times or more a day","2 - Twice a day",7,"4 - I don’t smoke now but I used to","2 - Several times a week",39.6,56.2,"5 - Never",162,55,"No",9,"Female",48,"Legally married","6 - Not like me at all","Yes"
0.37183416,10,"5 - Every day",120,7,8,6,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",8,8,8,8,8,8,8,"Yes",9,"3 - Once a month","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",9,9,"Yes",9,"3 - Once a week","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",7,"2 - Twice a day","3 - Once a day",7,"6 - I have never smoked","2 - Several times a week",288,288,"5 - Never",170,62,"No",9,"Female",67,"Legally married","3 - Somewhat like me","Yes"
0.88864833,30,"5 - Every day",480,5,7,5,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",5,6,7,6,5,6,6,"Yes",8,"4 - Several times a month","2","2 - Less than most","No","1 - Very safe","1 - Very good","3 - No",8,7,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",2,"4 - Very worried",7,"6 - Less than once a week","4 - Less than once a day but at least 4 times a week",0,"6 - I have never smoked","2 - Several times a week",82.4,58.8,"3 - Monthly",175,72,"No",9,"Male",51,"Legally married","3 - Somewhat like me","Yes"
0.48038074,0,"5 - Every day",360,8,8,8,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",5,6,8,2,2,2,5,"Yes",8,"4 - Several times a month","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",8,8,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",2,"4 - Very worried",8,"3 - Once a day","3 - Once a day",2,"5 - I have only smoked a few times","4 - 2-3 times a month",13.2,39.6,"3 - Monthly",176,81,"No",8,"Male",37,"Legally married","2 - Like me","Yes"
